Filename,Resource location,Errors,Parse,"Evaluator(modules=ModuleManager(execution_count=249), entrypoint=['dnl:*', '*:main', 'reapermc:core'])",DeferHandler(runtime=<bolt.runtime.Runtime object at 0x000001C1FF731C90>),Lint,Transform,Optimize,Check,Serialize 
src\data\dnl\modules\entity\sinkhole_mob.bolt,dnl:spawner/sinkhole_slime,0,nan,nan,nan,nan,nan,0.003,0.053,0.095
src\data\dnl\modules\entity\sisters_of_sorrow.bolt,dnl:spawner/sisters_of_sorrow,0,nan,nan,nan,nan,nan,0.003,0.057,0.097
src\data\dnl\modules\entity\slime_core.bolt,dnl:spawner/slime_core,0,nan,nan,nan,nan,nan,0.003,0.062,0.089
src\data\dnl\modules\entity\station_chief.bolt,dnl:spawner/station_chief,0,nan,nan,nan,nan,nan,0.003,0.059,0.093
src\data\dnl\modules\entity\station_chief_ravager.bolt,dnl:spawner/station_chief_ravager,0,nan,nan,nan,nan,nan,0.003,0.059,0.091
src\data\dnl\modules\entity\test_skeleton.bolt,dnl:spawner/test_skeleton,0,nan,nan,nan,nan,nan,0.003,0.056,0.089
src\data\dnl\modules\entity\the_champion.bolt,dnl:spawner/the_champion,0,nan,nan,nan,nan,nan,0.003,0.059,0.088
src\data\dnl\modules\entity\vanilla.bolt,dnl:spawner/vanilla_iron_golem,0,nan,nan,nan,nan,nan,0.003,0.054,0.088
src\data\dnl\modules\entity\vanilla.bolt,dnl:spawner/vanilla_pillager,0,nan,nan,nan,nan,nan,0.003,0.054,0.088
src\data\dnl\modules\entity\vanilla.bolt,dnl:spawner/vanilla_witch,0,nan,nan,nan,nan,nan,0.003,0.053,0.088
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/complete,0,nan,nan,nan,nan,nan,0.003,0.158,0.333
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/init,0,nan,nan,nan,nan,nan,0.003,0.074,0.133
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/interacted,0,nan,nan,nan,nan,nan,0.003,2.313,3.072
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/main,0,nan,nan,nan,nan,nan,0.003,0.111,0.175
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/repair,0,nan,nan,nan,nan,nan,0.003,0.133,0.192
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/repair/creative,0,nan,nan,nan,nan,nan,0.004,0.043,0.061
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/center_room/repair/non_creative,0,nan,nan,nan,nan,nan,0.003,0.192,0.334
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/complete,0,nan,nan,nan,nan,nan,0.003,0.160,0.337
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/init,0,nan,nan,nan,nan,nan,0.003,0.072,0.130
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/interacted,0,nan,nan,nan,nan,nan,0.003,2.320,3.055
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/main,0,nan,nan,nan,nan,nan,0.003,0.109,0.173
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/repair,0,nan,nan,nan,nan,nan,0.003,0.130,0.190
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/repair/creative,0,nan,nan,nan,nan,nan,0.003,0.042,0.061
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest/courtyard/repair/non_creative,0,nan,nan,nan,nan,nan,0.003,0.190,0.336
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_skeleton/break,0,nan,nan,nan,nan,nan,0.003,0.102,0.208
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_skeleton/init,0,nan,nan,nan,nan,nan,0.003,0.051,0.091
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_skeleton/main,0,nan,nan,nan,nan,nan,0.003,0.123,0.171
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_spider/break,0,nan,nan,nan,nan,nan,0.003,0.101,0.205
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_spider/init,0,nan,nan,nan,nan,nan,0.003,0.051,0.090
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_spider/main,0,nan,nan,nan,nan,nan,0.003,0.108,0.169
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_zombie/break,0,nan,nan,nan,nan,nan,0.003,0.101,0.202
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_zombie/init,0,nan,nan,nan,nan,nan,0.003,0.051,0.091
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:spawner_chest_spawner/vanilla_zombie/main,0,nan,nan,nan,nan,nan,0.003,0.107,0.169
src\data\dnl\modules\entity\angry_bee.bolt,dnl:summon/angry_bee,0,nan,nan,nan,nan,nan,0.003,0.089,0.106
src\data\dnl\modules\entity\bee_nest.bolt,dnl:summon/bee_nest,0,nan,nan,nan,nan,nan,0.003,0.058,0.097
src\data\dnl\modules\entity\bee_swarm.bolt,dnl:summon/bee_swarm,0,nan,nan,nan,nan,nan,0.008,0.059,0.100
src\data\dnl\modules\entity\camp_chief.bolt,dnl:summon/camp_chief,0,nan,nan,nan,nan,nan,0.003,0.124,0.132
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/castle_merchant,0,nan,nan,nan,nan,nan,0.003,0.242,0.175
src\data\dnl\modules\entity\chaos_spawner.bolt,dnl:summon/chaos_spawner,0,nan,nan,nan,nan,nan,0.003,0.062,0.099
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/chief_skeleton_melee,0,nan,nan,nan,nan,nan,0.003,0.427,0.268
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/chief_skeleton_range,0,nan,nan,nan,nan,nan,0.003,0.427,0.257
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/chief_witch,0,nan,nan,nan,nan,nan,0.003,0.097,0.109
src\data\dnl\modules\entity\cleric_z.bolt,dnl:summon/cleric_z,0,nan,nan,nan,nan,nan,0.003,0.589,0.317
src\data\dnl\modules\entity\cleric_z_villager.bolt,dnl:summon/cleric_z_villager,0,nan,nan,nan,nan,nan,0.003,0.530,0.281
src\data\dnl\modules\entity\forgotten_iron_golem.bolt,dnl:summon/forgotten_iron_golem,0,nan,nan,nan,nan,nan,0.003,0.098,0.120
src\data\dnl\modules\entity\frost_watcher.bolt,dnl:summon/frost_watcher,0,nan,nan,nan,nan,nan,0.003,0.252,0.205
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_farmer,0,nan,nan,nan,nan,nan,0.003,0.226,0.178
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_gardener,0,nan,nan,nan,nan,nan,0.003,0.172,0.145
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_guard,0,nan,nan,nan,nan,nan,0.003,0.265,0.182
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_guard_jokey,0,nan,nan,nan,nan,nan,0.003,0.303,0.218
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_miner,0,nan,nan,nan,nan,nan,0.003,0.158,0.145
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_pumpkin,0,nan,nan,nan,nan,nan,0.003,0.194,0.161
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_stray,0,nan,nan,nan,nan,nan,0.003,0.158,0.148
src\data\dnl\modules\entity\watcher_camp_mob.bolt,dnl:summon/frost_watcher_sword,0,nan,nan,nan,nan,nan,0.003,0.175,0.147
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_angry_bee,0,nan,nan,nan,nan,nan,0.003,0.090,0.111
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_birthday_boy,0,nan,nan,nan,nan,nan,0.003,0.274,0.199
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_bob,0,nan,nan,nan,nan,nan,0.003,0.275,0.188
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_creeper,0,nan,nan,nan,nan,nan,0.003,0.118,0.125
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_drowned_sword,0,nan,nan,nan,nan,nan,0.003,0.181,0.162
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_drowned_sword_baby,0,nan,nan,nan,nan,nan,0.003,0.179,0.158
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_drowned_trident,0,nan,nan,nan,nan,nan,0.003,0.270,0.208
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_evoker,0,nan,nan,nan,nan,nan,0.003,0.098,0.118
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_floating_carved_pumpkin,0,nan,nan,nan,nan,nan,0.003,0.342,0.231
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_floating_jack_o_lantern,0,nan,nan,nan,nan,nan,0.003,0.344,0.234
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_guardian,0,nan,nan,nan,nan,nan,0.003,0.100,0.117
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_moving_armor_stand_chain,0,nan,nan,nan,nan,nan,0.003,0.204,0.174
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_moving_armor_stand_diamond,0,nan,nan,nan,nan,nan,0.003,0.207,0.171
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_moving_armor_stand_iron,0,nan,nan,nan,nan,nan,0.003,0.206,0.170
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pillager,0,nan,nan,nan,nan,nan,0.003,0.216,0.189
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pillager_chief,0,nan,nan,nan,nan,nan,0.003,0.358,0.245
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pufferfish,0,nan,nan,nan,nan,nan,0.003,0.062,0.100
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pumpkin,0,nan,nan,nan,nan,nan,0.003,0.296,0.252
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pumpkin_skeleton,0,nan,nan,nan,nan,nan,0.003,0.233,0.194
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_pumpkin_skeleton_flame,0,nan,nan,nan,nan,nan,0.003,0.251,0.200
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_ravager_evoker,0,nan,nan,nan,nan,nan,0.003,0.176,0.155
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_slime,0,nan,nan,nan,nan,nan,0.003,0.114,0.119
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_steven,0,nan,nan,nan,nan,nan,0.003,0.272,0.196
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_stray,0,nan,nan,nan,nan,nan,0.003,0.235,0.200
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_stray_pumpkin,0,nan,nan,nan,nan,nan,0.003,0.250,0.201
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_vindicator,0,nan,nan,nan,nan,nan,0.003,0.214,0.185
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_vindicator_chief,0,nan,nan,nan,nan,nan,0.003,0.339,0.241
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_witch,0,nan,nan,nan,nan,nan,0.003,0.098,0.117
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_1,0,nan,nan,nan,nan,nan,0.003,0.267,0.206
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_baby_1,0,nan,nan,nan,nan,nan,0.003,0.275,0.208
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_chief_1,0,nan,nan,nan,nan,nan,0.003,0.392,0.257
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_miner_1,0,nan,nan,nan,nan,nan,0.003,0.291,0.208
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_miner_2,0,nan,nan,nan,nan,nan,0.003,0.351,0.231
src\data\dnl\modules\entity\gallery_of_illusion_mob.bolt,dnl:summon/gallery_of_illusion_zombie_villager_miner_chief,0,nan,nan,nan,nan,nan,0.003,0.377,0.248
src\data\dnl\modules\entity\gray.bolt,dnl:summon/gray,0,nan,nan,nan,nan,nan,0.003,0.131,0.123
src\data\dnl\modules\entity\guardian_ghast.bolt,dnl:summon/guardian_ghast,0,nan,nan,nan,nan,nan,0.003,0.158,0.135
src\data\dnl\modules\entity\hunter_bow.bolt,dnl:summon/hunter_bow,0,nan,nan,nan,nan,nan,0.003,0.126,0.123
src\data\dnl\modules\entity\hunter_ghost.bolt,dnl:summon/hunter_ghost,0,nan,nan,nan,nan,nan,0.003,0.394,0.258
src\data\dnl\modules\entity\illusioner.bolt,dnl:summon/illusioner,0,nan,nan,nan,nan,nan,0.003,0.194,0.161
src\data\dnl\modules\entity\illusioner_minion.bolt,dnl:summon/illusioner_minion_1,0,nan,nan,nan,nan,nan,0.003,0.057,0.097
src\data\dnl\modules\entity\illusioner_minion.bolt,dnl:summon/illusioner_minion_2,0,nan,nan,nan,nan,nan,0.003,0.057,0.097
src\data\dnl\modules\entity\illusioner_minion.bolt,dnl:summon/illusioner_minion_3,0,nan,nan,nan,nan,nan,0.003,0.056,0.096
src\data\dnl\modules\entity\illusioner_minion.bolt,dnl:summon/illusioner_minion_4,0,nan,nan,nan,nan,nan,0.003,0.055,0.095
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_bow,0,nan,nan,nan,nan,nan,0.003,0.851,0.840
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_chest,0,nan,nan,nan,nan,nan,0.003,0.824,0.813
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_curse_of_vanishing_axe,0,nan,nan,nan,nan,nan,0.003,0.954,0.889
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_curse_of_vanishing_bow,0,nan,nan,nan,nan,nan,0.003,0.953,0.888
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_curse_of_vanishing_shield,0,nan,nan,nan,nan,nan,0.003,0.969,0.882
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_curse_of_vanishing_sword,0,nan,nan,nan,nan,nan,0.003,0.950,0.881
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_gold_ingot,0,nan,nan,nan,nan,nan,0.003,0.817,0.822
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_honey_block,0,nan,nan,nan,nan,nan,0.003,0.812,0.817
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_honey_bottle,0,nan,nan,nan,nan,nan,0.003,0.809,0.818
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_honeycomb,0,nan,nan,nan,nan,nan,0.003,0.810,0.817
src\data\dnl\modules\item\honeycomb_ingot.bolt,dnl:summon/item_frame_honeycomb_ingot,0,nan,nan,nan,nan,nan,0.003,0.927,0.853
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_iron_block,0,nan,nan,nan,nan,nan,0.003,0.812,0.819
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_iron_ingot,0,nan,nan,nan,nan,nan,0.003,0.810,0.815
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_iron_pickaxe,0,nan,nan,nan,nan,nan,0.003,0.814,0.813
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_iron_sword,0,nan,nan,nan,nan,nan,0.003,0.811,0.814
src\data\dnl\modules\item\knightly_sword_fragment.bolt,dnl:summon/item_frame_knightly_sword_fragment,0,nan,nan,nan,nan,nan,0.003,0.864,0.828
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_netherite_ingot,0,nan,nan,nan,nan,nan,0.003,0.823,0.816
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_poppy,0,nan,nan,nan,nan,nan,0.003,0.815,0.829
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_potion_of_healing,0,nan,nan,nan,nan,nan,0.003,0.851,0.841
src\data\dnl\modules\item\sharpened_bone.bolt,dnl:summon/item_frame_sharpened_bone,0,nan,nan,nan,nan,nan,0.003,0.864,0.826
src\data\dnl\modules\item\spawner_fragment.bolt,dnl:summon/item_frame_spawner_fragment,0,nan,nan,nan,nan,nan,0.003,0.861,0.833
src\data\dnl\modules\item\staring_flesh.bolt,dnl:summon/item_frame_staring_flesh,0,nan,nan,nan,nan,nan,0.003,0.862,0.825
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/item_frame_vine,0,nan,nan,nan,nan,nan,0.003,0.812,0.845
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:summon/jack_and_lantern,0,nan,nan,nan,nan,nan,0.003,0.226,0.172
src\data\dnl\modules\entity\jack_and_lantern.bolt,dnl:summon/jack_and_lantern_spawn,0,nan,nan,nan,nan,nan,0.003,0.054,0.099
src\data\dnl\modules\entity\johnny.bolt,dnl:summon/johnny,0,nan,nan,nan,nan,nan,0.003,0.103,0.121
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_baby_zombie,0,nan,nan,nan,nan,nan,0.003,0.325,0.215
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_villager_cleric,0,nan,nan,nan,nan,nan,0.003,0.203,0.159
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_villager_fletcher,0,nan,nan,nan,nan,nan,0.003,0.212,0.161
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_villager_leatherworker,0,nan,nan,nan,nan,nan,0.003,0.251,0.205
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_villager_mason,0,nan,nan,nan,nan,nan,0.003,0.207,0.161
src\data\dnl\modules\entity\plains_labyrinth_mob.bolt,dnl:summon/labyrinth_villager_toolsmith,0,nan,nan,nan,nan,nan,0.003,0.251,0.171
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/minion_charged_creeper,0,nan,nan,nan,nan,nan,0.003,0.070,0.094
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/minion_charged_creeper_poison,0,nan,nan,nan,nan,nan,0.003,0.114,0.109
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/minion_skeleton_melee,0,nan,nan,nan,nan,nan,0.003,0.422,0.252
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/minion_skeleton_range,0,nan,nan,nan,nan,nan,0.003,0.430,0.252
src\data\dnl\modules\entity\temple_of_tears_mob.bolt,dnl:summon/minion_skeleton_range_poison,0,nan,nan,nan,nan,nan,0.003,0.458,0.261
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_ancient_axe,0,nan,nan,nan,nan,nan,0.003,0.056,0.088
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_ancient_bow,0,nan,nan,nan,nan,nan,0.003,0.053,0.086
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_ancient_shield,0,nan,nan,nan,nan,nan,0.003,0.053,0.086
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_ancient_sword,0,nan,nan,nan,nan,nan,0.003,0.052,0.086
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_fleshbone_bow,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_fleshbone_sword,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_golem_heart_boots,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_golem_heart_chestplate,0,nan,nan,nan,nan,nan,0.003,0.052,0.087
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_golem_heart_helmet,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_golem_heart_leggings,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_hive_chest,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_honey_potion,0,nan,nan,nan,nan,nan,0.003,0.052,0.085
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_honeycomb_ingot,0,nan,nan,nan,nan,nan,0.003,0.052,0.086
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_knightly_sword,0,nan,nan,nan,nan,nan,0.003,0.052,0.084
src\data\dnl\modules\mechanic\monolith_recipes.bolt,dnl:summon/monolith_spawner_breaker,0,nan,nan,nan,nan,nan,0.003,0.053,0.085
src\data\dnl\modules\entity\nautilus_guardian.bolt,dnl:summon/nautilus_guardian,0,nan,nan,nan,nan,nan,0.003,0.110,0.122
src\data\dnl\modules\entity\oasis_trident.bolt,dnl:summon/oasis_trident,0,nan,nan,nan,nan,nan,0.003,0.126,0.125
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:summon/olympus_archer,0,nan,nan,nan,nan,nan,0.003,0.264,0.186
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:summon/olympus_charger,0,nan,nan,nan,nan,nan,0.003,0.263,0.186
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:summon/olympus_knight,0,nan,nan,nan,nan,nan,0.003,0.264,0.184
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:summon/olympus_miner,0,nan,nan,nan,nan,nan,0.003,0.265,0.183
src\data\dnl\modules\entity\olympus_guard.bolt,dnl:summon/olympus_swordsmen,0,nan,nan,nan,nan,nan,0.003,0.263,0.182
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_diamond_axe_zombie,0,nan,nan,nan,nan,nan,0.003,0.220,0.177
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_diamond_skeleton,0,nan,nan,nan,nan,nan,0.003,0.213,0.171
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_diamond_sword_zombie,0,nan,nan,nan,nan,nan,0.003,0.208,0.169
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_iron_axe_zombie,0,nan,nan,nan,nan,nan,0.003,0.212,0.170
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_iron_skeleton,0,nan,nan,nan,nan,nan,0.003,0.213,0.170
src\data\dnl\modules\entity\plains_castle_mob.bolt,dnl:summon/plains_castle_iron_sword_zombie,0,nan,nan,nan,nan,nan,0.003,0.215,0.167
src\data\dnl\modules\entity\poison_eyes.bolt,dnl:summon/poison_eyes,0,nan,nan,nan,nan,nan,0.003,0.154,0.139
src\data\dnl\modules\entity\poppy_seller.bolt,dnl:summon/poppy_seller,0,nan,nan,nan,nan,nan,0.003,0.737,0.342
src\data\dnl\modules\entity\posaidon.bolt,dnl:summon/posaidon,0,nan,nan,nan,nan,nan,0.003,0.157,0.142
src\data\dnl\modules\entity\potion_zombie_villager.bolt,dnl:summon/potion_zombie_villager,0,nan,nan,nan,nan,nan,0.003,0.088,0.114
src\data\dnl\modules\entity\railway_outpost_mob.bolt,dnl:summon/railway_outpost_villager,0,nan,nan,nan,nan,nan,0.003,0.094,0.108
src\data\dnl\modules\entity\slime_core.bolt,dnl:summon/random_sized_slime,0,nan,nan,nan,nan,nan,0.003,0.447,0.550
src\data\dnl\modules\entity\sinkhole_mob.bolt,dnl:summon/sinkhole_drowned,0,nan,nan,nan,nan,nan,0.003,0.062,0.098
src\data\dnl\modules\entity\sinkhole_mob.bolt,dnl:summon/sinkhole_slime,0,nan,nan,nan,nan,nan,0.003,0.070,0.099
src\data\dnl\modules\entity\sisters_of_sorrow.bolt,dnl:summon/sisters_of_sorrow,0,nan,nan,nan,nan,nan,0.003,0.062,0.101
src\data\dnl\modules\entity\slime_core.bolt,dnl:summon/slime_core,0,nan,nan,nan,nan,nan,0.003,0.138,0.120
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:summon/spawner_chest_center_room,0,nan,nan,nan,nan,nan,0.003,0.056,0.088
src\data\dnl\modules\mechanic\spawner_chest_list.bolt,dnl:summon/spawner_chest_courtyard,0,nan,nan,nan,nan,nan,0.003,0.053,0.086
src\data\dnl\modules\entity\station_chief.bolt,dnl:summon/station_chief,0,nan,nan,nan,nan,nan,0.003,0.126,0.119
src\data\dnl\modules\entity\station_chief_ravager.bolt,dnl:summon/station_chief_ravager,0,nan,nan,nan,nan,nan,0.003,0.225,0.170
src\data\dnl\modules\entity\test_skeleton.bolt,dnl:summon/test_skeleton,0,nan,nan,nan,nan,nan,0.003,0.063,0.091
src\data\dnl\modules\entity\the_champion.bolt,dnl:summon/the_champion,0,nan,nan,nan,nan,nan,0.003,0.329,0.249
src\data\dnl\modules\entity\vanilla.bolt,dnl:summon/vanilla_iron_golem,0,nan,nan,nan,nan,nan,0.003,0.059,0.091
src\data\dnl\modules\entity\vanilla.bolt,dnl:summon/vanilla_pillager,0,nan,nan,nan,nan,nan,0.003,0.089,0.106
src\data\dnl\modules\entity\vanilla.bolt,dnl:summon/vanilla_witch,0,nan,nan,nan,nan,nan,0.003,0.059,0.089
